Course-Sec,Activity,CRN,Course Name,Instructor,Day,Time,Location,Status,Waitlist
CE  550-01,LEC,23109,Nature of Behavior of Soils,MUBASHIR AZIZ,MW,1620-1735,3-101,Open,Closed
CE  561-01,LEC,23110,Advanced Soil Mechanics,SYED UMAIR NAQVI,UT,1845-2000,63-121,Open,Closed
CE  571-01,LEC,23111,Urban Transportation Planning & Modeling,HASSAN AL-AHMADI,UT,1845-2000,63-026,Open,Closed
CE  582-01,LEC,22682,Traffic Flow Theory,NEDAL AL-RATROUT,UT,1720-1835,63-034,Open,Closed
CE  584-01,LEC,23113,Intelligent Transportation Systems,IBRAHIM SGHAN,MW,1720-1835,3-104,Open,Closed
CE  595-01,LEC,24028,Advanced Demand Modeling,HASSAN AL-AHMADI,MW,1845-2000,3-100,Open,Closed
CE  599-01,SEM,20234,Seminar,KHAJA NAJAMUDDIN SYED,W,0800-0850,3-116,Open,Closed
CE  600-01,MR,22596,Master of Engineering Report,SHAMSHAD AHMAD,None,None,None,Open,Closed
CE  606-01,RES,21184,Independent Research,None,None,None,None,Open,Closed
CE  610-01,THS,20235,Thesis,SHAMSHAD AHMAD,W,1000-1050,3-116,Open,Closed
CE  613-01,LEC,24380,Adv Finite Element Methods,FAISAL MUKHTAR,UT,1720-1835,3-101,Open,Closed
CE  651-01,LEC,22684,Dynamics of Soils and Foundations,NASER AL-SHAYEA,MW,1845-2000,3-104,Open,Closed
CE  699-01,SEM,21179,Seminar,KHAJA NAJAMUDDIN SYED,W,0800-0850,3-116,Open,Closed
CE  701-01,RES,22595,Directed Research I,None,None,None,None,Open,Closed
CE  702-01,RES,21173,Directed Research II,None,None,None,None,Open,Closed
CE  711-01,DIS,21174,PhD. Pre-Dissertation,SHAMSHAD AHMAD,None,None,None,Open,Closed
CE  712-01,DIS,21175,PhD. Dissertation,SHAMSHAD AHMAD,W,1300-1500,3-116,Open,Closed
CEM 510-01,LEC,24132,Project Planning & Scheduling,ADEL ALSHIBANI,MW,1720-1835,19-418,Open,Closed
CEM 511-01,LEC,20190,Construction Estimating,ALI SHASH,UT,1845-2000,19-416,Closed,Open
CEM 513-01,LEC,24129,Construction Productivity,IBRAHIM WUNI,MW,1720-1835,19-413,Open,Closed
CEM 520-01,LEC,20191,Construction Contracting & Administration,ADEL ALSHIBANI,MW,1845-2000,19-405,Open,Closed
CEM 523-01,LEC,23500,Portfolio and Global Projects Management,ABDULAZIZ BU-BUSHAIT,UT,1845-2000,59-2013,Closed,Closed
CEM 523-01,LEC,23500,Portfolio and Global Projects Management,MANSOUR AL-OTAIBI,UT,1845-2000,59-2013,Closed,Closed
CEM 525-01,LEC,21535,Project Delivery Systems,ALI SHASH,UT,1720-1835,19-416,Open,Closed
CEM 530-01,LEC,22494,Construct Engineering,IBRAHIM WUNI,MW,2010-2125,19-405,Open,Closed
CEM 540-01,LEC,23543,Construction Project Management,ABDULAZIZ BU-BUSHAIT,UT,1720-1835,19-450,Open,Closed
CEM 547-01,LEC,23329,Construction Management with Building Information Modeling,KHWAJA MAZHER,MW,1845-2000,19-418,Open,Closed
CEM 599-01,SEM,20192,Research Seminar,LAITH HADIDI,T,2010-2100,19-416,Open,Closed
CEM 600-01,MR,20193,Master of Engineering Report,LAITH HADIDI,None,None,None,Open,Closed
CEM 610-01,THS,20194,Thesis,LAITH HADIDI,None,None,None,Open,Closed
EM  510-01,LEC,21536,Advanced Engineering Economics,GHAITHAN AHMED,MW,1720-1835,19-416,Open,Closed
EM  515-01,LEC,22659,Quality Management,FIRAS TUFFAHA,UT,1720-1835,24-151,Open,Closed
EM  520-01,LEC,20958,Quantitative Methods in Engineering Management,FIRAS TUFFAHA,UT,1845-2000,19-418,Open,Closed
EM  530-01,LEC,21113,Decision Analysis,FIRAS TUFFAHA,MW,2010-2125,19-416,Open,Closed
EM  530-02,LEC,21538,Decision Analysis,GHAITHAN AHMED,UT,2010-2125,19-413,Open,Closed
EM  550-01,LEC,21112,Engg. Project Management,GHAITHAN AHMED,MW,1845-2000,19-450,Open,Closed
EM  550-02,LEC,22495,Engg. Project Management,None,MW,1720-1835,24-146,Open,Closed
EM  550-03,LEC,23330,Engg. Project Management,AWSAN MOHAMMED,UT,1720-1835,19-418,Open,Closed
EM  551-01,LEC,23542,Project Leadership and Communication Management,LAITH HADIDI,UT,1720-1835,59-2011,Closed,Closed
EM  560-01,LEC,24130,Manu.Sys & Supply Chain Design,AWSAN MOHAMMED,MW,2010-2125,19-401,Closed,Open
EM  569-01,LEC,23331,Computers Applications in Project Management,AWSAN MOHAMMED,MW,1720-1835,19-405,Closed,Closed
EM  569-01,LEC,23331,Computers Applications in Project Management,KHWAJA MAZHER,MW,1720-1835,19-405,Closed,Closed
EM  575-03,LEC,24133,Prin of Safety & Envr. Mgt Sys,KHWAJA MAZHER,UT,2010-2125,19-405,Closed,Closed
EM  599-01,SEM,21114,Research Seminar,LAITH HADIDI,T,2010-2100,19-416,Open,Closed
EM  600-01,MR,21115,Master of Engineering Report,LAITH HADIDI,None,None,None,Open,Closed
EM  619-01,PRJ,23474,Project,LAITH HADIDI,None,None,None,Closed,Closed
CHE 200-03,REC,24279,Principles of Chemical Engineering,GUY OLIVER NGONGANG NDJAWA,T,1300-1450,63-127,Open,Closed
CHE 200-03,LEC,24279,Principles of Chemical Engineering,GUY OLIVER NGONGANG NDJAWA,UTR,0900-0950,63-125,Open,Closed
CHE 200-06,REC,24281,Principles of Chemical Engineering,GUY OLIVER NGONGANG NDJAWA,M,1300-1450,63-024,Open,Closed
CHE 200-06,LEC,24281,Principles of Chemical Engineering,GUY OLIVER NGONGANG NDJAWA,UTR,1000-1050,63-227,Open,Closed
CHE 204-01,LEC,24282,Fluid Mechanics,A AL-SHAMMARI,UTR,0900-0950,3-100,Closed,Open
CHE 204-02,LEC,24283,Fluid Mechanics,A AL-SHAMMARI,UTR,1000-1050,63-038,Closed,Open
CHE 204-03,LEC,20404,Fluid Mechanics,ABDUL GANI ABDUL JAMEEL,UTR,0900-0950,3-108,Open,Closed
CHE 204-04,LEC,20405,Fluid Mechanics,ABDUL GANI ABDUL JAMEEL,UTR,1000-1050,63-139,Closed,Open
CHE 204-05,LEC,24533,Fluid Mechanics,MUHAMMAD SIDDIQUEE,UTR,0900-0950,63-033,Open,Closed
CHE 204-06,LEC,24534,Fluid Mechanics,MUHAMMAD SIDDIQUEE,UTR,1000-1050,63-025,Open,Closed
CHE 212-01,LEC,23483,Introduction to Chemical Engineering Computing,None,U,1200-1250,63-223,Open,Closed
CHE 212-01,LAB,23483,Introduction to Chemical Engineering Computing,None,U,1300-1540,None,Open,Closed
CHE 212-02,LEC,23484,Introduction to Chemical Engineering Computing,None,M,1200-1250,63-125,Closed,Open
CHE 212-02,LAB,23484,Introduction to Chemical Engineering Computing,None,M,1300-1540,None,Closed,Open
CHE 212-03,LEC,23485,Introduction to Chemical Engineering Computing,None,T,1200-1250,63-223,Open,Closed
CHE 212-03,LAB,23485,Introduction to Chemical Engineering Computing,None,T,1300-1540,None,Open,Closed
CHE 212-04,LEC,23486,Introduction to Chemical Engineering Computing,None,W,1200-1250,63-125,Closed,Open
CHE 212-04,LAB,23486,Introduction to Chemical Engineering Computing,None,W,1300-1540,None,Closed,Open
CHE 212-05,LEC,23487,Introduction to Chemical Engineering Computing,None,R,1200-1250,63-022,Open,Closed
CHE 212-05,LAB,23487,Introduction to Chemical Engineering Computing,None,R,1300-1540,None,Open,Closed
CHE 300-01,LEC,20855,Heat Transfer,ROBIN CHRYSTIE,UTR,0800-0850,63-126,Open,Closed
CHE 300-02,LEC,24284,Heat Transfer,ROBIN CHRYSTIE,UTR,0900-0950,63-038,Closed,Open
CHE 303-01,LEC,24285,Chem Engr Thermodynamics,WASIF FAROOQ,UTR,1000-1050,63-226,Open,Closed
CHE 303-02,LEC,24286,Chem Engr Thermodynamics,WASIF FAROOQ,UTR,1100-1150,63-032,Open,Closed
CHE 303-03,LEC,24571,Chem Engr Thermodynamics,WAEL FOUAD,UTR,1000-1050,63-128,Open,Closed
CHE 304-01,LEC,23612,Mass Transfer,MOHAMMED MOHAMMED,UTR,1100-1150,63-038,Open,Closed
CHE 304-02,LEC,24287,Mass Transfer,MOHAMMED MOHAMMED,UTR,1200-1250,63-031,Open,Closed
CHE 306-01,LEC,24288,Separation Processes,SAGHEER AHMED SAGHEER ONAIZI,UTR,0800-0850,63-034,Open,Closed
CHE 306-02,LEC,20407,Separation Processes,B ABUSSAUD,UTR,0800-0850,63-135,Closed,Open
CHE 306-03,LEC,20408,Separation Processes,Z MALIBARI,UTR,0900-0950,63-134,Open,Closed
CHE 306-04,LEC,24289,Separation Processes,B ABUSSAUD,UTR,0900-0950,63-225,Closed,Open
CHE 306-05,LEC,20860,Separation Processes,Z MALIBARI,UTR,1000-1050,63-034,Open,Closed
CHE 306-06,LEC,24290,Separation Processes,SAGHEER AHMED SAGHEER ONAIZI,UTR,1000-1050,63-022,Closed,Open
CHE 309-01,LAB,20846,Chemical Engineering Laboratory I,None,UT,1300-1540,1-121,Closed,Closed
CHE 309-02,LAB,20409,Chemical Engineering Laboratory I,None,UT,1300-1540,1-121,Closed,Closed
CHE 309-03,LAB,20410,Chemical Engineering Laboratory I,None,UT,1300-1540,1-121,Closed,Closed
CHE 309-04,LAB,24309,Chemical Engineering Laboratory I,None,MW,0830-1110,1-121,Closed,Closed
CHE 309-05,LAB,24310,Chemical Engineering Laboratory I,None,MW,0830-1110,1-121,Closed,Closed
CHE 309-06,LAB,20864,Chemical Engineering Laboratory I,None,MW,0830-1110,1-121,Closed,Closed
CHE 309-07,LAB,20862,Chemical Engineering Laboratory I,None,MW,1300-1540,1-121,Closed,Closed
CHE 309-08,LAB,20863,Chemical Engineering Laboratory I,None,MW,1300-1540,1-121,Closed,Closed
CHE 309-09,LAB,20861,Chemical Engineering Laboratory I,None,MW,1300-1540,1-121,Closed,Closed
CHE 309-10,LAB,20866,Chemical Engineering Laboratory I,None,UT,1300-1540,None,Closed,Closed
CHE 309-11,LAB,20865,Chemical Engineering Laboratory I,None,UT,1300-1540,1-121,Closed,Closed
CHE 309-12,LAB,24572,Chemical Engineering Laboratory I,None,MW,1300-1540,1-121,Closed,Closed
CHE 351-01,COP,20411,Applied Chemical Engineering Cooperative Work,A AL-SHAMMARI,None,None,None,Open,Closed
CHE 360-01,LEC,24293,Numerical Methods in CHE,MOHAMMED AL-KHATER,UTR,1000-1050,63-124,Open,Closed
CHE 360-02,LEC,24294,Numerical Methods in CHE,SHAIKH ABDURRAZZAK,UTR,1000-1050,63-225,Closed,Closed
CHE 360-03,LEC,24295,Numerical Methods in CHE,MOHAMMED AL-KHATER,UTR,1100-1150,63-328,Open,Closed
CHE 360-04,LEC,24296,Numerical Methods in CHE,UMER ZAHID,UTR,1100-1150,63-126,Closed,Open
CHE 360-05,LEC,24291,Numerical Methods in CHE,NAYEF AL-SAIFI,MW,0830-0945,63-123,Open,Closed
CHE 360-06,LEC,24292,Numerical Methods in CHE,NAYEF AL-SAIFI,MW,1000-1115,63-124,Closed,Open
CHE 398-01,INT,23922,Internship,None,None,None,None,Open,Closed
CHE 401-01,LEC,20869,Process Dynamics and Control,ZUHAIR AL-YOUSEF,UTR,0900-0950,63-024,Open,Closed
CHE 401-02,LEC,24297,Process Dynamics and Control,ZUHAIR AL-YOUSEF,UTR,1000-1050,63-229,Open,Closed
CHE 402-01,LEC,24298,Kinetics and Reactor Design,EID AL-MUTAIRI,UTR,1000-1050,63-031,Open,Closed
CHE 402-02,LEC,24299,Kinetics and Reactor Design,EID AL-MUTAIRI,UTR,1100-1150,63-135,Closed,Closed
CHE 402-03,LEC,24535,Kinetics and Reactor Design,NABEEL ABO-GHANDER,UTR,1000-1050,6-209,Open,Closed
CHE 402-04,LEC,24536,Kinetics and Reactor Design,NABEEL ABO-GHANDER,UTR,1100-1150,59-1010,Open,Closed
CHE 404-01,LEC,22716,Hydrogen production and storage,MOHAMMAD HOSSAIN,MW,1130-1245,63-127,Open,Closed
CHE 405-01,LEC,24434,Process Design and Economics,USAMA AHMED,UTR,1100-1150,63-232,Open,Closed
CHE 405-02,LEC,24435,Process Design and Economics,HASSAN BA AQEEL,MW,1300-1415,63-038,Open,Closed
CHE 409-01,LAB,20413,Chemical Engineering Laboratory II,None,UT,1300-1540,26-309,Closed,Closed
CHE 409-02,LAB,20414,Chemical Engineering Laboratory II,None,UT,1300-1540,26-309,Closed,Closed
CHE 409-03,LAB,24311,Chemical Engineering Laboratory II,None,MW,0830-1110,None,Closed,Closed
CHE 409-04,LAB,24312,Chemical Engineering Laboratory II,None,MW,1300-1540,None,Open,Closed
CHE 409-05,LAB,24315,Chemical Engineering Laboratory II,None,MW,1300-1540,None,Closed,Closed
CHE 409-06,LAB,20873,Chemical Engineering Laboratory II,None,MW,1300-1540,26-309,Open,Closed
CHE 409-07,LAB,24316,Chemical Engineering Laboratory II,None,MW,1300-1540,None,Closed,Closed
CHE 409-08,LAB,24317,Chemical Engineering Laboratory II,None,UT,1300-1540,None,Closed,Closed
CHE 424-01,LEC,22717,Fundamentals of Renewable Energy Processes,WAEL FOUAD,MW,1100-1215,63-031,Open,Closed
CHE 425-01,LEC,24300,Process Design and Economics,USAMA AHMED,UTR,1100-1150,63-232,Closed,Open
CHE 425-02,LEC,24301,Process Design and Economics,HASSAN BA AQEEL,MW,1300-1415,63-038,Open,Closed
CHE 440-01,LEC,24368,Catalysis/Catalytic Processes,None,MW,0830-0945,63-031,Closed,Open
CHE 462-01,LEC,24303,Petrochemical Industries,HASAN ASIRI,MW,1130-1245,63-035,Closed,Open
CHE 463-01,LEC,24304,Polymer Technology,MAMDOH AL-HARTHI,MW,1130-1245,6-200,Closed,Closed
CHE 464-01,LEC,23413,Refining and Petrochemicals Technology and Economics,None,MW,1000-1115,63-126,Closed,Open
CHE 484-01,LEC,24307,Polymer Composites & Apps.,A AL-JUHANI,MW,1300-1415,63-032,Open,Closed
CHE 486-01,LEC,24308,Nuclear Power Plant Operations,AFAQUE SHAMS,MW,0830-0945,63-035,Closed,Closed
CHE 495-01,SLB,20415,Integrated Design Course,UMER ZAHID,R,1400-1450,63-362,Closed,Closed
CHE 495-02,SLB,23882,Integrated Design Course,USAMA AHMED,R,1400-1450,63-031,Closed,Closed
CHE 495-03,SLB,23883,Integrated Design Course,SHAIKH ABDURRAZZAK,R,1400-1450,63-037,Closed,Closed
CHE 501-01,LEC,22720,Transport Phenomena,NADHIR AL-BAGHLI,MW,1845-2000,63-022,Open,Closed
CHE 525-01,LEC,22329,Rate Controlled Separation Processes,IHSAN ULLAH,UT,1845-2000,76-1126,Closed,Closed
CHE 528-01,LEC,22776,Crude Oil to Chemicals,ABDENNOUR BOURANE,UT,1720-1835,63-121,Closed,Closed
CHE 540-01,LEC,22777,Applied Polymer Rheology,A AL-JUHANI,MW,1720-1835,59-2021,Closed,Closed
CHE 543-01,LEC,24318,Polymeric Materials,MOHAMMAD RAHMAN,UT,1720-1835,63-024,Closed,Closed
CHE 560-01,LEC,24319,Numerical Methods in CHE,OSAMAH AL-MUBAIYEDH,MW,1720-1835,63-037,Open,Closed
CHE 599-01,SEM,20416,Seminar,MOHAMMED AL-KHATER,None,None,None,Open,Closed
CHE 600-01,MR,23638,Engineering Project,NAYEF AL-SAIFI,None,None,None,Open,Closed
CHE 606-01,RES,20876,Independent Research,NAYEF AL-SAIFI,None,None,None,Open,Closed
CHE 610-01,THS,20417,M.S. Thesis,HASSAN BA AQEEL,None,None,None,Open,Closed
CHE 619-01,PRJ,22957,Project,WAEL FOUAD,None,None,None,Closed,Closed
CHE 699-01,SEM,21126,Seminar,MOHAMMED AL-KHATER,None,None,None,Open,Closed
CHE 701-01,RES,20889,Directed Research I,NAYEF AL-SAIFI,None,None,None,Closed,Closed
CHE 702-01,RES,20894,Directed Research II,NAYEF AL-SAIFI,None,None,None,Closed,Closed
CHE 711-01,DIS,21294,PhD. Pre-Dissertation,HASSAN BA AQEEL,None,None,None,Open,Closed
CHE 712-01,DIS,21756,PhD. Dissertation,HASSAN BA AQEEL,None,None,None,Open,Closed
CHEM101-01,REC,20120,Principles of Chemical Science I,None,W,0800-0850,63-325,Open,Closed
CHEM101-01,LEC,20120,Principles of Chemical Science I,None,UTR,0800-0850,63-362,Open,Closed
CHEM101-02,REC,20121,Principles of Chemical Science I,None,W,0900-0950,63-325,Open,Closed
CHEM101-02,LEC,20121,Principles of Chemical Science I,None,UTR,0800-0850,63-362,Open,Closed
CHEM101-03,REC,20122,Principles of Chemical Science I,None,W,1000-1050,63-121,Open,Closed
CHEM101-03,LEC,20122,Principles of Chemical Science I,None,UTR,0800-0850,63-362,Open,Closed
CHEM101-04,REC,20123,Principles of Chemical Science I,None,W,0800-0850,63-221,Open,Closed
CHEM101-04,LEC,20123,Principles of Chemical Science I,None,UTR,0900-0950,63-362,Open,Closed
CHEM101-05,REC,20124,Principles of Chemical Science I,None,W,0900-0950,63-227,Open,Closed
CHEM101-05,LEC,20124,Principles of Chemical Science I,None,UTR,0900-0950,63-362,Open,Closed
CHEM101-06,REC,20125,Principles of Chemical Science I,None,W,1000-1050,63-223,Open,Closed
CHEM101-06,LEC,20125,Principles of Chemical Science I,None,UTR,0900-0950,63-362,Open,Closed
CHEM101-07,REC,20126,Principles of Chemical Science I,None,M,0800-0850,63-325,Open,Closed
CHEM101-07,LEC,20126,Principles of Chemical Science I,None,UTR,1000-1050,63-362,Open,Closed
CHEM101-08,REC,20127,Principles of Chemical Science I,None,M,0900-0950,63-229,Open,Closed
CHEM101-08,LEC,20127,Principles of Chemical Science I,None,UTR,1000-1050,63-362,Open,Closed
CHEM101-09,REC,20128,Principles of Chemical Science I,None,M,1000-1050,63-229,Open,Closed
CHEM101-09,LEC,20128,Principles of Chemical Science I,None,UTR,1000-1050,63-362,Open,Closed
CHEM101-10,REC,20129,Principles of Chemical Science I,None,W,0900-0950,63-225,Open,Closed
CHEM101-10,LEC,20129,Principles of Chemical Science I,None,UTR,1100-1150,63-362,Open,Closed
CHEM101-11,REC,20130,Principles of Chemical Science I,None,W,1000-1050,63-226,Open,Closed
CHEM101-11,LEC,20130,Principles of Chemical Science I,None,UTR,1100-1150,63-362,Open,Closed
CHEM101-12,REC,20131,Principles of Chemical Science I,None,W,1100-1150,63-223,Open,Closed
CHEM101-12,LEC,20131,Principles of Chemical Science I,None,UTR,1100-1150,63-362,Open,Closed
CHEM101-13,REC,20132,Principles of Chemical Science I,None,W,1200-1250,63-024,Open,Closed
CHEM101-13,LEC,20132,Principles of Chemical Science I,None,UTR,1200-1250,63-362,Open,Closed
CHEM101-14,REC,20133,Principles of Chemical Science I,None,W,1300-1350,63-022,Open,Closed
CHEM101-14,LEC,20133,Principles of Chemical Science I,None,UTR,1200-1250,63-362,Open,Closed
CHEM101-15,REC,20134,Principles of Chemical Science I,None,W,1400-1450,63-024,Open,Closed
CHEM101-15,LEC,20134,Principles of Chemical Science I,None,UTR,1200-1250,63-362,Open,Closed
CHEM101-16,REC,20135,Principles of Chemical Science I,None,W,1200-1250,63-026,Open,Closed
CHEM101-16,LEC,20135,Principles of Chemical Science I,None,UTR,1300-1350,63-331,Open,Closed
CHEM101-17,REC,20136,Principles of Chemical Science I,None,W,1300-1350,63-024,Open,Closed
CHEM101-17,LEC,20136,Principles of Chemical Science I,None,UTR,1300-1350,63-331,Open,Closed
CHEM101-18,REC,20137,Principles of Chemical Science I,None,W,1400-1450,63-026,Open,Closed
CHEM101-18,LEC,20137,Principles of Chemical Science I,None,UTR,1300-1350,63-331,Open,Closed
CHEM101-51,LAB,20138,Principles of Chemical Science I,None,U,0800-1050,75-302,Open,Closed
CHEM101-52,LAB,20139,Principles of Chemical Science I,None,M,1100-1350,75-None,Closed,Closed
CHEM101-54,LAB,20899,Principles of Chemical Science I,None,M,0800-1050,75-302,Open,Closed
CHEM101-55,LAB,20141,Principles of Chemical Science I,None,M,0800-1050,75-304,Open,Closed
CHEM101-56,LAB,20142,Principles of Chemical Science I,None,M,0800-1050,75-306,Open,Closed
CHEM101-57,LAB,20143,Principles of Chemical Science I,None,M,0800-1050,75-308,Open,Closed
CHEM101-58,LAB,20144,Principles of Chemical Science I,None,M,0800-1050,75-310,Open,Closed
CHEM101-59,LAB,20145,Principles of Chemical Science I,None,M,1100-1350,75-304,Closed,Closed
CHEM101-60,LAB,20146,Principles of Chemical Science I,None,M,1100-1350,75-306,Open,Closed
CHEM101-61,LAB,20147,Principles of Chemical Science I,None,M,1100-1350,75-308,Open,Closed
CHEM101-62,LAB,20148,Principles of Chemical Science I,None,M,1100-1350,None,Open,Closed
CHEM101-63,LAB,20149,Principles of Chemical Science I,None,M,1100-1350,75-312,Open,Closed
CHEM101-64,LAB,20150,Principles of Chemical Science I,None,T,1400-1650,75-310,Open,Closed
CHEM101-65,LAB,20151,Principles of Chemical Science I,None,T,1400-1650,75-312,Open,Closed
CHEM101-66,LAB,20152,Principles of Chemical Science I,None,T,1400-1650,75-306,Open,Closed
CHEM101-67,LAB,20153,Principles of Chemical Science I,None,T,1400-1650,75-308,Open,Closed
CHEM101-68,LAB,21525,Principles of Chemical Science I,None,T,0800-1050,75-302,Open,Closed
CHEM101-69,LAB,20154,Principles of Chemical Science I,None,T,1100-1350,75-304,Open,Closed
CHEM101-70,LAB,21526,Principles of Chemical Science I,None,T,1400-1650,75-302,Open,Closed
CHEM101-71,LAB,20155,Principles of Chemical Science I,None,T,1400-1650,75-304,Open,Closed
CHEM101-72,LAB,20161,Principles of Chemical Science I,None,T,1400-1650,75-309,Open,Closed
CHEM101-73,LAB,20162,Principles of Chemical Science I,None,W,0800-1050,75-302,Open,Closed
CHEM101-74,LAB,21998,Principles of Chemical Science I,None,W,0800-1050,75-304,Open,Closed
CHEM101-75,LAB,20159,Principles of Chemical Science I,None,W,1100-1350,75-302,Open,Closed
CHEM101-76,LAB,20160,Principles of Chemical Science I,None,W,1100-1350,75-304,Open,Closed
CHEM101-77,LAB,20156,Principles of Chemical Science I,None,W,1100-1350,75-306,Open,Closed
CHEM101-78,LAB,20157,Principles of Chemical Science I,None,W,1100-1350,75-308,Open,Closed
CHEM101-79,LAB,20158,Principles of Chemical Science I,None,W,1400-1650,75-302,Open,Closed
CHEM101-80,LAB,22023,Principles of Chemical Science I,None,W,1400-1650,75-304,Open,Closed
CHEM101-81,LAB,21527,Principles of Chemical Science I,None,W,1400-1650,75-306,Open,Closed
CHEM101-82,LAB,21528,Principles of Chemical Science I,None,W,1400-1650,75-308,Open,Closed
CHEM101-83,LAB,21529,Principles of Chemical Science I,None,W,1400-1650,75-310,Open,Closed
CHEM101-84,LAB,20163,Principles of Chemical Science I,None,W,1400-1650,75-312,Open,Closed
CHEM101-85,LAB,20900,Principles of Chemical Science I,None,W,1400-1650,75-309,Open,Closed
CHEM101-86,LAB,21841,Principles of Chemical Science I,None,R,0800-1050,75-302,Open,Closed
CHEM101-87,LAB,21997,Principles of Chemical Science I,None,R,1300-1550,75-304,Open,Closed
CHEM101-F22,REC,23749,Principles of Chemical Science I,None,M,0800-0850,7-113,Open,Closed
CHEM101-F22,LEC,23749,Principles of Chemical Science I,None,UTR,1000-1050,14-108,Open,Closed
CHEM101-F23,REC,23750,Principles of Chemical Science I,None,M,0900-0950,7-113,Open,Closed
CHEM101-F23,LEC,23750,Principles of Chemical Science I,None,UTR,1000-1050,14-108,Open,Closed
CHEM101-F24,REC,23751,Principles of Chemical Science I,None,M,1000-1050,7-102,Open,Closed
CHEM101-F24,LEC,23751,Principles of Chemical Science I,None,UTR,1000-1050,14-108,Open,Closed
CHEM101-F25,REC,23813,Principles of Chemical Science I,None,W,0800-0850,7-113,Open,Closed
CHEM101-F25,LEC,23813,Principles of Chemical Science I,None,UTR,0900-0950,14-108,Open,Closed
CHEM101-F26,REC,23814,Principles of Chemical Science I,None,W,0900-0950,7-113,Open,Closed
CHEM101-F26,LEC,23814,Principles of Chemical Science I,None,UTR,0900-0950,14-108,Open,Closed
CHEM101-F27,REC,23821,Principles of Chemical Science I,None,W,1000-1050,7-102,Open,Closed
CHEM101-F27,LEC,23821,Principles of Chemical Science I,None,UTR,0900-0950,14-108,Open,Closed
CHEM101-F51,LAB,23752,Principles of Chemical Science I,None,U,1400-1650,75-304,Open,Closed
CHEM101-F52,LAB,23753,Principles of Chemical Science I,None,U,1400-1650,75-306,Open,Closed
CHEM101-F53,LAB,23754,Principles of Chemical Science I,None,U,1400-1650,75-308,Open,Closed
CHEM101-F54,LAB,23755,Principles of Chemical Science I,None,U,1400-1650,75-310,Open,Closed
CHEM101-F55,LAB,23756,Principles of Chemical Science I,None,U,1400-1650,75-312,Open,Closed
CHEM101-F56,LAB,23757,Principles of Chemical Science I,None,M,1400-1650,75-306,Closed,Closed
CHEM101-F57,LAB,23767,Principles of Chemical Science I,None,M,1400-1650,75-308,Open,Closed
